"Acad Plan"	"Dept Descrshort"	"Dept Descrformal"	"Acad Plan Effdt"	"Acad Plan Percent Owned"	"Acad Plan Descr"
"5640AMU6"	"Music"	"School of Music, Theatre and Dance"	"1901/01/01 00:00:00"	"100"	"Music Performance AMusD"
"5640AMU7"	"Music"	"School of Music, Theatre and Dance"	"1901/01/01 00:00:00"	"100"	"Music Performance AMusD"
"5640AMU8"	"Music"	"School of Music, Theatre and Dance"	"1901/01/01 00:00:00"	"100"	"Music Performance AMusD"
"5640AMU9"	"Music"	"School of Music, Theatre and Dance"	"1901/01/01 00:00:00"	"100"	"Music Performance AMusD"
"0590ARD"	"A & UP"	"College of Architecture & Urban Planning"	"1995/09/05 00:00:00"	"100"	"Architecture ArchD"
"5010DEG"	"Manufact"	"Program In Manufacturing"	"1901/01/01 00:00:00"	"100"	"Manufacturing DEng Mfg"
"3190DPH"	"Environmen"	"Environmental Health Sciences"	"2003/06/19 00:00:00"	"100"	"Environmental Health DrPH"
"4290MPH"	"Epidemiolo"	"Epidemiology Department"	"1901/01/01 00:00:00"	"100"	"Hosp & Molecular Epidem MPH"
"4290MPH1"	"Epidemiolo"	"Epidemiology Department"	"1901/01/01 00:00:00"	"100"	"Hosp & Molecular Epidem MPH"
"4510DPH"	"PUB HL"	"School Of Public Health"	"1901/01/02 00:00:00"	"100"	"International Health DrPH"
"4510MPH1"	"PUB HL"	"School Of Public Health"	"1901/01/01 00:00:00"	"100"	"International Health MPH"
"4510MPH2"	"PUB HL"	"School Of Public Health"	"1901/01/02 00:00:00"	"100"	"International Health MPH"
"4510MS"	"PUB HL"	"School Of Public Health"	"1901/01/02 00:00:00"	"100"	"International Health MS"
"4510PHD"	"PUB HL"	"School Of Public Health"	"1901/01/02 00:00:00"	"100"	"International Health PhD"
"4650DPH"	"Epidemiolo"	"Epidemiology Department"	"1901/01/02 00:00:00"	"100"	"Lab Prac Epidemiology DrPH"
"4650MPH"	"Epidemiolo"	"Epidemiology Department"	"1901/01/02 00:00:00"	"100"	"Lab Prac Epidemiology MPH"
"7790DPH"	"PUB HL"	"School Of Public Health"	"1901/01/02 00:00:00"	"100"	"Public Health Genetics DrPH"
"7790MHS"	"PUB HL"	"School Of Public Health"	"1901/01/02 00:00:00"	"100"	"Public Health Genetics MHSA"
"7790MPH"	"PUB HL"	"School Of Public Health"	"1901/01/02 00:00:00"	"100"	"Public Health Genetics MPH"
"9360MPH1"	"Environmen"	"Environmental Health Sciences"	"1901/01/01 00:00:00"	"100"	"Toxicology MPH"
"9360MS"	"Environmen"	"Environmental Health Sciences"	"1901/01/01 00:00:00"	"100"	"Toxicology MS"
"9360PHD"	"Environmen"	"Environmental Health Sciences"	"1901/01/01 00:00:00"	"100"	"Toxicology PhD"
"26301"	"EDUC"	"School Of Education"	"1901/01/02 00:00:00"	"100"	"Education"
"2630ABD"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Elem ABEd"
"2630ABD2"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Sec ABEd"
"2630ABD3"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Elem ABEd"
"2630ABD4"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Sec ABEd"
"2630ABD5"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Elem ABEd"
"2630ABD6"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Sec ABEd"
"2630BSD"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Elem BSEd"
"2630BSD2"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Sec BSEd"
"2630BSD3"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Elem BSEd"
"2630BSD4"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Sec BSEd"
"2630BSD5"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Elem BSEd"
"2630BSD6"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"100"	"Education Sec BSEd"
"2631AM"	"EDUC"	"School Of Education"	"1901/01/02 00:00:00"	"100"	"Educational Studies MA"
"2631AM1"	"EDUC"	"School Of Education"	"2003/09/02 00:00:00"	"100"	"Educational Studies MA"
"2631EDD"	"EDUC"	"School Of Education"	"1901/01/02 00:00:00"	"100"	"Educational Studies EdD"
"2631EDD1"	"EDUC"	"School Of Education"	"2003/09/02 00:00:00"	"100"	"Educational Studies EdD"
"2631EDS"	"EDUC"	"School Of Education"	"2000/05/24 00:00:00"	"100"	"Educational Studies EdS"
"2631EDS1"	"EDUC"	"School Of Education"	"2003/09/02 00:00:00"	"100"	"Educational Studies EdS"
"2631MS"	"EDUC"	"School Of Education"	"1901/01/02 00:00:00"	"100"	"Educational Studies MS"
"2631MS1"	"EDUC"	"School Of Education"	"2003/09/02 00:00:00"	"100"	"Educational Studies MS"
"2631PHD"	"EDUC"	"School Of Education"	"1901/01/02 00:00:00"	"100"	"Educational Studies PhD"
"2632AM"	"EDUC"	"School Of Education"	"1901/01/02 00:00:00"	"100"	"Higher & Postsecondary Ed MA"
"2632AM1"	"EDUC"	"School Of Education"	"2003/09/02 00:00:00"	"100"	"Higher & Postsecondary Ed MA"
"2632EDD"	"EDUC"	"School Of Education"	"1901/01/02 00:00:00"	"100"	"Higher & Postsecondary Ed EdD"
"2632EDD1"	"EDUC"	"School Of Education"	"2003/09/02 00:00:00"	"100"	"Higher & Postsecondary Ed EdD"
"2632PHD"	"EDUC"	"School Of Education"	"2000/05/24 00:00:00"	"100"	"Higher & Postsecondary Ed PhD"
"2632PHD1"	"EDUC"	"School Of Education"	"2003/09/02 00:00:00"	"100"	"Higher & Postsecondary Ed PhD"
"3090"	"ELandL"	"English Language & Literature Dept"	"1901/01/01 00:00:00"	"50"	"English and Education"
"3090"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"50"	"English and Education"
"3090PHD"	"ELandL"	"English Language & Literature Dept"	"1901/01/01 00:00:00"	"50"	"English and Education PhD"
"3090PHD"	"EDUC"	"School Of Education"	"1901/01/01 00:00:00"	"50"	"English and Education PhD"
"4030MPH"	"Hlth Beh&H"	"Health Behavior & Health Education Department"	"1901/01/01 00:00:00"	"100"	"Hlth Behavior & Hlth Educ MPH"
"4030MPH1"	"Hlth Beh&H"	"Health Behavior & Health Education Department"	"1901/01/01 00:00:00"	"100"	"Hlth Behavior & Hlth Educ MPH"
"4030MPH2"	"Hlth Beh&H"	"Health Behavior & Health Education Department"	"1901/01/01 00:00:00"	"100"	"Hlth Behavior & Hlth Educ MPH"
"4030PHD"	"Hlth Beh&H"	"Health Behavior & Health Education Department"	"1901/01/01 00:00:00"	"100"	"Hlth Behavior & Hlth Educ PhD"
"00301"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Engineering"
"00302"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Engineering"
"00303"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Engineering"
"00304"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Engineering"
"0030BSE"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Engineering  BSE"
"0030MEG"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Engineering MEng"
"0030MSE"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Engineering MSE"
"0030MSE1"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Engineering MSE"
"0030PHD"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Engineering PhD"
"0100PHD"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Science PhD"
"0100MS"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Science MS"
"0100"	"Aerospace"	"Aerospace Engineering"	"1901/01/01 00:00:00"	"100"	"Aerospace Science"
"0130"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"American Culture"
"0130ABLSA"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"American Culture BA"
"0130ABRC"	"American C"	"American Culture Program"	"2001/06/27 00:00:00"	"100"	"American Culture BA"
"0130AM"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"American Culture MA"
"0130AM1"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"American Culture MA"
"0130BSLSA"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"American Culture BS"
"0130BSRC"	"American C"	"American Culture Program"	"2001/06/27 00:00:00"	"100"	"American Culture BS"
"0130PHD"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"American Culture PhD"
"0130PHD1"	"American C"	"American Culture Program"	"1901/01/01 00:00:00"	"100"	"American Culture PhD"
"0300"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Anthropology"
"0300ABLSA"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Anthropology BA"
"0300ABRC"	"Anthropolo"	"Anthropology Department"	"2001/06/27 00:00:00"	"100"	"Anthropology BA"
"0300AM"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Anthropology MA"
"0300AM1"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Anthropology MA"
"0300BSLSA"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Anthropology BS"
"0300BSRC"	"Anthropolo"	"Anthropology Department"	"2001/06/27 00:00:00"	"100"	"Anthropology BS"
"0300PHD"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Anthropology PhD"
"0310AM"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"50"	"Anthropology & History MA"
"0310AM"	"History De"	"History Department"	"1901/01/01 00:00:00"	"50"	"Anthropology & History MA"
"0310PHD"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"50"	"Anthropology & History PhD"
"0310PHD"	"History De"	"History Department"	"1901/01/01 00:00:00"	"50"	"Anthropology & History PhD"
"0420"	"Mathematic"	"Mathematics Department"	"1901/01/01 00:00:00"	"100"	"Applied & Interdis Mathematics"
"0420MS"	"Mathematic"	"Mathematics Department"	"1901/01/01 00:00:00"	"100"	"Applied & Interdiscip Math MS"
"0420PHD"	"Mathematic"	"Mathematics Department"	"1901/01/01 00:00:00"	"100"	"Applied & Interdiscip MathPhD"
"0460"	"Astronomy"	"Astronomy Department"	"1901/01/01 00:00:00"	"100"	"Astronomy & Astrophysics"
"0460ABRC"	"Astronomy"	"Astronomy Department"	"2001/06/27 00:00:00"	"100"	"Astronomy & Astrophysics BA"
"0460BSLSA"	"Astronomy"	"Astronomy Department"	"1901/01/01 00:00:00"	"100"	"Astronomy & Astrophysics BS"
"0460BSRC"	"Astronomy"	"Astronomy Department"	"2001/06/27 00:00:00"	"100"	"Astronomy & Astrophysics BS"
"0460MS"	"Astronomy"	"Astronomy Department"	"1901/01/01 00:00:00"	"100"	"Astronomy & Astrophysics MS"
"0460PHD"	"Astronomy"	"Astronomy Department"	"1901/01/01 00:00:00"	"100"	"Astronomy & Astrophysics PhD"
"04801"	"Applied Ph"	"Applied Physics Program"	"1901/01/01 00:00:00"	"100"	"Applied Physics"
"0480MS"	"Applied Ph"	"Applied Physics Program"	"1901/01/01 00:00:00"	"100"	"Applied Physics MS"
"0480PHD"	"Applied Ph"	"Applied Physics Program"	"1901/01/01 00:00:00"	"100"	"Applied Physics PhD"
"0570"	"Mech Eng &"	"Mech Eng & Applied Mech Dept"	"2000/07/01 00:00:00"	"100"	"Applied Mechanics"
"0570AM"	"Mech Eng &"	"Mech Eng & Applied Mech Dept"	"2000/07/01 00:00:00"	"100"	"Applied Mechanics MA"
"0570APP"	"Mech Eng &"	"Mech Eng & Applied Mech Dept"	"2000/07/01 00:00:00"	"100"	"Applied Mechanics AppME"
"0570MSE"	"Mech Eng &"	"Mech Eng & Applied Mech Dept"	"2000/07/01 00:00:00"	"100"	"Applied Mechanics MSE"
"0570PHD"	"Mech Eng &"	"Mech Eng & Applied Mech Dept"	"2000/07/01 00:00:00"	"100"	"Applied Mechanics PhD"
"05901"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture"
"05902"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture"
"05903"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture"
"0590BS"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture BS"
"0590MAR"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture MArch"
"0590MAR2"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture MArch"
"0590MAR3"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture MArch"
"0590MAR4"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture MArch"
"0590MAR5"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture MArch"
"0590MAR6"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture MArch"
"0590MAR7"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture MArch"
"0590MS"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture MS"
"0590PHD"	"A & UP"	"College of Architecture & Urban Planning"	"1901/01/01 00:00:00"	"100"	"Architecture PhD"
"06701"	"Asian Lang"	"Asian Languages And Cultures"	"2001/09/05 00:00:00"	"100"	"Asian Language & Culture Buddh"
"0670AM"	"Asian Lang"	"Asian Languages And Cultures"	"2001/09/05 00:00:00"	"100"	"Asian Lang & Cult Buddhst MA"
"0670PHD"	"Asian Lang"	"Asian Languages And Cultures"	"2001/09/05 00:00:00"	"100"	"Asian Lang & Cult Buddhst PhD"
"0680"	"Asian Lang"	"Asian Languages And Cultures"	"2001/09/05 00:00:00"	"100"	"Asian Lang & Cult Chinese"
"0680AM"	"Asian Lang"	"Asian Languages And Cultures"	"2001/09/05 00:00:00"	"100"	"Asian Lang & Cult Chinese MA"
"0680PHD"	"Asian Lang"	"Asian Languages And Cultures"	"2001/09/05 00:00:00"	"100"	"Asian Lang & Cult Chinese PhD"
"0690"	"Asian Lang"	"Asian Languages And Cultures"	"2001/09/05 00:00:00"	"100"	"Asian Lang & Cult Japan"
"0690AM"	"Asian Lang"	"Asian Languages And Cultures"	"2001/09/05 00:00:00"	"100"	"Asian Lang & Cult Japan MA"
"0690PHD"	"Asian Lang"	"Asian Languages And Cultures"	"2001/09/05 00:00:00"	"100"	"Asian Lang & Cult Japan PhD"
"0700"	"Astronomy"	"Astronomy Department"	"1901/01/02 00:00:00"	"100"	"Astronomy"
"0700ABLSA"	"Astronomy"	"Astronomy Department"	"1901/01/02 00:00:00"	"100"	"Astronomy BA"
"0700ABRC"	"Astronomy"	"Astronomy Department"	"2001/06/27 00:00:00"	"100"	"Astronomy BA"
"0700AM"	"Astronomy"	"Astronomy Department"	"1901/01/02 00:00:00"	"100"	"Astronomy MA"
"0700BSLSA"	"Astronomy"	"Astronomy Department"	"1901/01/02 00:00:00"	"100"	"Astronomy BS"
"0700BSRC"	"Astronomy"	"Astronomy Department"	"2001/06/27 00:00:00"	"100"	"Astronomy BS"
"0700MS"	"Astronomy"	"Astronomy Department"	"1901/01/02 00:00:00"	"100"	"Astronomy MS"
"0700PHD"	"Astronomy"	"Astronomy Department"	"1901/01/02 00:00:00"	"100"	"Astronomy PhD"
"0820"	"Biological"	"Biological Chemistry Departmen"	"1901/01/01 00:00:00"	"100"	"Biological Chemistry"
"0820MS"	"Biological"	"Biological Chemistry Departmen"	"1901/01/01 00:00:00"	"100"	"Biological Chemistry MS"
"0820PHD"	"Biological"	"Biological Chemistry Departmen"	"1901/01/01 00:00:00"	"100"	"Biological Chemistry PhD"
"0820PHD1"	"Biological"	"Biological Chemistry Departmen"	"1901/01/01 00:00:00"	"100"	"Biological Chemistry PhD"
"0820PHD2"	"Biological"	"Biological Chemistry Departmen"	"1901/01/01 00:00:00"	"100"	"Biological Chemistry PhD"
"0870"	"Biology De"	"Biology Department"	"2001/06/27 00:00:00"	"100"	"Biology"
"0870ABLSA"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Biology BA"
"0870ABRC"	"Biology De"	"Biology Department"	"2001/06/27 00:00:00"	"100"	"Biology BA"
"0870BSLSA"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Biology BS"
"0870BSRC"	"Biology De"	"Biology Department"	"2001/06/27 00:00:00"	"100"	"Biology BS"
"0870MS"	"Biology De"	"Biology Department"	"2001/06/27 00:00:00"	"100"	"Biology MS"
"0870PHD"	"Biology De"	"Biology Department"	"2001/06/27 00:00:00"	"100"	"Biology PhD"
"0880"	"Biomedical"	"Biomedical Engineering"	"1901/01/01 00:00:00"	"100"	"Biomedical Engineering"
"0880MS"	"Biomedical"	"Biomedical Engineering"	"1901/01/01 00:00:00"	"100"	"Biomedical Engineering MS"
"0880MS1"	"Biomedical"	"Biomedical Engineering"	"1901/01/01 00:00:00"	"100"	"Biomedical Engineering MS"
"0880MSE"	"Biomedical"	"Biomedical Engineering"	"1901/01/01 00:00:00"	"100"	"Biomedical Engineering MSE"
"0880MSE1"	"Biomedical"	"Biomedical Engineering"	"1901/01/01 00:00:00"	"100"	"Biomedical Engineering MSE"
"0880PHD"	"Biomedical"	"Biomedical Engineering"	"1901/01/01 00:00:00"	"100"	"Biomedical Engineering PhD"
"0920"	"DENT"	"School Of Dentistry"	"1901/01/01 00:00:00"	"100"	"Biomaterials"
"0920AM"	"DENT"	"School Of Dentistry"	"1901/01/02 00:00:00"	"100"	"Biomaterials MA"
"0920MS"	"DENT"	"School Of Dentistry"	"1901/01/01 00:00:00"	"100"	"Biomaterials MS"
"0920PHD"	"DENT"	"School Of Dentistry"	"2004/02/19 00:00:00"	"100"	"Biomaterials PhD"
"0930"	"Biophysics"	"Biophysics Research Division"	"1901/01/01 00:00:00"	"100"	"Biophysics"
"0930ABLSA"	"Biophysics"	"Biophysics Research Division"	"1901/01/01 00:00:00"	"100"	"Biophysics BA"
"0930ABRC"	"Biophysics"	"Biophysics Research Division"	"2001/06/27 00:00:00"	"100"	"Biophysics BA"
"0930BSLSA"	"Biophysics"	"Biophysics Research Division"	"1901/01/01 00:00:00"	"100"	"Biophysics BS"
"0930BSRC"	"Biophysics"	"Biophysics Research Division"	"2001/06/27 00:00:00"	"100"	"Biophysics BS"
"0930PHD"	"Biophysics"	"Biophysics Research Division"	"1901/01/01 00:00:00"	"100"	"Biophysics PhD"
"0930PHD1"	"Biophysics"	"Biophysics Research Division"	"1901/01/01 00:00:00"	"100"	"Biophysics PhD"
"0930PHD2"	"Biophysics"	"Biophysics Research Division"	"1901/01/01 00:00:00"	"100"	"Biophysics PhD"
"0960MPH"	"Biostatist"	"Biostatistics Department"	"1901/01/01 00:00:00"	"100"	"Biostatistics MPH"
"0960MPH1"	"Biostatist"	"Biostatistics Department"	"1901/01/01 00:00:00"	"100"	"Biostatistics MPH"
"0960MS"	"Biostatist"	"Biostatistics Department"	"1901/01/01 00:00:00"	"100"	"Biostatistics MS"
"0960PHD"	"Biostatist"	"Biostatistics Department"	"1901/01/01 00:00:00"	"100"	"Biostatistics PhD"
"1160"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration"
"11601"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration"
"11602"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration"
"11603"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration"
"11604"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration"
"1160AM"	"BUS AD"	"School of Business Administration"	"1901/01/02 00:00:00"	"100"	"Business Administration MA"
"1160BBA"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration BBA"
"1160MBA"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA1"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA10"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA11"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA12"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA13"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA14"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA16"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA17"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA18"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA2"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA26"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA27"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA28"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA29"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA3"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA30"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA5"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA6"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA7"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA8"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160MBA9"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1160PHD"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration PhD"
"1161MBA"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1162MBA"	"BUS AD"	"School of Business Administration"	"2000/05/02 00:00:00"	"100"	"Business Administration MBA"
"1163MBA"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1165MBA"	"BUS AD"	"School of Business Administration"	"1901/01/01 00:00:00"	"100"	"Business Administration MBA"
"1220"	"Molec"	"Molecular, Cellular, and Developmental Biology"	"1901/01/01 00:00:00"	"100"	"Cellular & Molec Biology"
